GEO_ID,NAME,B03002_001E,B03002_001M,B03002_002E,B03002_002M,B03002_003E,B03002_003M,B03002_004E,B03002_004M,B03002_005E,B03002_005M,B03002_006E,B03002_006M,B03002_007E,B03002_007M,B03002_008E,B03002_008M,B03002_009E,B03002_009M,B03002_010E,B03002_010M,B03002_011E,B03002_011M,B03002_012E,B03002_012M,B03002_013E,B03002_013M,B03002_014E,B03002_014M,B03002_015E,B03002_015M,B03002_016E,B03002_016M,B03002_017E,B03002_017M,B03002_018E,B03002_018M,B03002_019E,B03002_019M,B03002_020E,B03002_020M,B03002_021E,B03002_021M
1400000US06001436300,"Census Tract 4363, Alameda County, California",9444,671,4895,425,1240,295,917,232,23,40,2513,330,34,35,0,17,168,142,31,50,137,131,4549,642,2316,737,0,17,1,2,0,17,0,17,2043,804,189,188,141,173,48,74
1400000US06001436401,"Census Tract 4364.01, Alameda County, California",7173,412,5695,540,2500,435,1035,263,9,18,1594,255,56,97,44,67,457,247,0,17,457,247,1478,388,647,304,98,90,20,42,0,17,0,17,590,333,123,125,0,17,123,125
1400000US06001436402,"Census Tract 4364.02, Alameda County, California",2704,139,2194,132,1137,115,294,64,0,12,565,152,0,12,17,30,181,143,0,12,181,143,510,88,302,124,15,25,10,16,0,12,0,12,98,52,85,76,0,12,85,76
1400000US06001436500,"Census Tract 4365, Alameda County, California",5375,343,2980,363,799,161,515,184,4,6,1150,331,200,141,0,17,312,153,0,17,312,153,2395,317,1229,371,8,12,9,15,16,25,0,17,1075,369,58,48,30,35,28,27
1400000US06001436601,"Census Tract 4366.01, Alameda County, California",6938,568,3089,455,887,262,467,232,0,17,1050,486,0,17,14,22,671,428,9,14,662,427,3849,492,2094,551,30,35,25,29,45,49,0,17,1375,498,280,148,187,135,93,72
1400000US06001436602,"Census Tract 4366.02, Alameda County, California",5113,460,2635,356,534,138,702,339,0,17,1066,343,172,139,0,17,161,99,6,9,155,98,2478,439,1136,441,29,29,0,17,8,14,0,17,1145,447,160,124,73,73,87,86
1400000US06001436700,"Census Tract 4367, Alameda County, California",3265,310,1683,202,657,175,194,158,0,12,696,209,14,22,0,12,122,116,0,12,122,116,1582,290,903,328,8,14,13,19,0,12,0,12,597,289,61,65,13,24,48,59
1400000US06001436800,"Census Tract 4368, Alameda County, California",4382,343,2369,334,528,111,590,178,38,47,960,299,139,99,0,12,114,52,5,8,109,51,2013,372,555,268,0,12,0,12,0,12,0,12,1241,369,217,149,117,138,100,86
1400000US06001436900,"Census Tract 4369, Alameda County, California",6745,510,2975,390,823,230,488,230,5,9,1276,394,189,179,0,17,194,130,30,48,164,128,3770,636,2450,604,38,57,0,17,0,17,11,17,1130,377,141,95,82,76,59,59
1400000US06001437000,"Census Tract 4370, Alameda County, California",3493,299,1955,216,630,130,198,124,10,19,824,197,152,127,0,12,141,96,0,12,141,96,1538,254,753,307,0,12,6,11,10,16,0,12,641,281,128,83,77,58,51,49
1400000US06001437101,"Census Tract 4371.01, Alameda County, California",7867,545,6020,419,1185,261,579,103,71,68,3383,457,416,284,12,20,374,252,8,13,366,249,1847,364,1191,286,0,17,54,72,0,17,34,56,423,205,145,119,133,117,12,19
1400000US06001437102,"Census Tract 4371.02, Alameda County, California",4521,331,3192,283,530,126,357,90,7,12,1887,335,6,10,10,16,395,250,0,12,395,250,1329,173,354,230,0,12,30,37,40,51,0,12,753,261,152,115,58,58,94,92
1400000US06001437200,"Census Tract 4372, Alameda County, California",7489,669,5394,499,1355,218,414,255,67,69,2918,421,192,194,33,52,415,278,48,56,367,262,2095,600,923,533,0,17,47,77,0,17,0,17,780,323,345,193,70,76,275,172
1400000US06001437300,"Census Tract 4373, Alameda County, California",3277,203,2028,228,453,176,403,172,1,3,929,210,61,59,0,12,181,146,13,17,168,145,1249,298,445,235,0,12,0,12,0,12,0,12,754,244,50,37,18,16,32,29
1400000US06001437400,"Census Tract 4374, Alameda County, California",3485,257,1588,133,487,112,137,55,14,16,854,125,44,68,26,20,26,23,0,12,26,23,1897,246,899,166,5,8,40,56,35,51,0,12,740,265,178,145,139,126,39,51
1400000US06001437500,"Census Tract 4375, Alameda County, California",4531,314,1538,259,620,221,130,81,0,12,742,225,9,13,0,12,37,38,0,12,37,38,2993,326,1156,360,0,12,0,12,0,12,0,12,1645,350,192,152,48,64,144,135
1400000US06001437600,"Census Tract 4376, Alameda County, California",3536,234,2024,252,464,104,214,103,0,12,1131,214,82,75,13,20,120,77,28,33,92,65,1512,205,636,202,91,130,20,26,15,19,0,12,649,226,101,91,92,90,9,13
1400000US06001437701,"Census Tract 4377.01, Alameda County, California",3773,393,1542,300,350,136,486,239,52,55,492,175,79,99,0,12,83,71,22,34,61,58,2231,371,1022,322,0,12,0,12,48,72,0,12,1134,397,27,26,9,14,18,22
1400000US06001437702,"Census Tract 4377.02, Alameda County, California",4295,378,1038,302,201,148,281,236,8,13,372,196,67,98,0,12,109,79,25,41,84,66,3257,521,1604,554,0,12,18,29,0,12,0,12,1596,438,39,47,0,12,39,47
1400000US06001437800,"Census Tract 4378, Alameda County, California",4997,333,3044,404,972,302,145,115,48,38,1545,296,143,142,0,12,191,212,0,12,191,212,1953,297,522,214,203,288,24,46,0,12,0,12,1068,354,136,109,39,44,97,75
1400000US06001437900,"Census Tract 4379, Alameda County, California",2321,231,943,174,278,93,122,57,13,16,354,116,103,93,4,6,69,66,0,12,69,66,1378,229,499,230,13,23,87,131,0,12,0,12,731,256,48,36,35,31,13,15
1400000US06001438000,"Census Tract 4380, Alameda County, California",3952,525,2886,556,1076,381,316,203,0,12,1299,489,25,43,0,12,170,162,46,63,124,145,1066,399,357,222,10,17,6,11,0,12,0,12,684,416,9,14,0,12,9,14
1400000US06001438100,"Census Tract 4381, Alameda County, California",8307,564,4920,569,1327,402,599,209,67,79,2454,499,71,70,72,127,330,173,0,17,330,173,3387,556,1101,524,0,17,93,187,29,36,0,17,1931,668,233,160,108,107,125,93
1400000US06001438201,"Census Tract 4382.01, Alameda County, California",5144,442,1950,447,403,148,330,333,0,17,832,299,120,98,18,27,247,165,0,17,247,165,3194,601,1121,502,9,14,70,80,0,17,0,17,1910,602,84,63,84,63,0,17
1400000US06001438203,"Census Tract 4382.03, Alameda County, California",3888,398,3061,388,613,213,212,172,0,12,2001,396,121,158,0,12,114,86,9,16,105,84,827,212,285,185,5,13,6,10,0,12,0,12,436,240,95,75,95,75,0,12
1400000US06001438204,"Census Tract 4382.04, Alameda County, California",5838,321,3923,335,754,161,361,146,38,39,2250,294,137,112,0,17,383,212,6,10,377,213,1915,287,760,342,19,31,66,91,0,17,9,14,736,254,325,243,308,242,17,20
1400000US06001438300,"Census Tract 4383, Alameda County, California",3767,333,2544,284,207,85,331,141,0,12,1613,351,305,185,10,17,78,50,0,12,78,50,1223,177,853,191,0,12,0,12,4,8,4,7,327,157,35,27,14,15,21,18
1400000US06001438400,"Census Tract 4384, Alameda County, California",2757,218,1891,169,477,101,252,148,0,12,1034,190,57,54,0,12,71,44,16,27,55,36,866,176,360,199,7,11,2,6,16,23,0,12,481,204,0,12,0,12,0,12
1400000US06001440100,"Census Tract 4401, Alameda County, California",2799,257,2220,229,1117,203,82,62,7,13,950,147,28,38,0,12,36,38,0,12,36,38,579,195,106,57,0,12,0,12,0,12,0,12,317,142,156,83,151,84,5,8
1400000US06001440200,"Census Tract 4402, Alameda County, California",6125,479,1857,301,216,135,410,165,9,14,1166,260,0,17,0,17,56,43,23,27,33,31,4268,525,1095,387,0,17,7,11,74,85,12,21,3017,519,63,53,37,38,26,38
1400000US06001440301,"Census Tract 4403.01, Alameda County, California",7596,482,5291,808,1616,558,418,346,12,18,2642,674,278,246,0,17,325,314,0,17,325,314,2305,710,585,388,0,17,0,17,31,52,14,23,1578,722,97,67,78,58,19,33
1400000US06001440304,"Census Tract 4403.04, Alameda County, California",5035,336,4381,299,308,137,464,252,0,17,3246,300,200,169,0,17,163,91,0,17,163,91,654,250,157,103,0,17,14,21,32,56,0,17,203,147,248,171,184,150,64,73
1400000US06001440305,"Census Tract 4403.05, Alameda County, California",4190,231,3497,254,789,186,99,68,23,32,2259,230,146,104,3,7,178,112,29,39,149,104,693,165,191,112,11,18,0,12,3,7,21,31,399,190,68,60,52,48,16,20
1400000US06001440306,"Census Tract 4403.06, Alameda County, California",4322,364,3988,364,537,160,177,109,0,12,2982,400,43,43,0,12,249,172,32,48,217,164,334,122,92,53,0,12,0,12,5,8,0,12,187,131,50,43,27,30,23,30
1400000US06001440307,"Census Tract 4403.07, Alameda County, California",4748,346,3852,377,905,212,224,165,10,15,2525,401,28,27,0,12,160,109,0,12,160,109,896,270,75,47,0,12,10,16,22,35,0,12,693,281,96,73,65,62,31,34
1400000US06001440308,"Census Tract 4403.08, Alameda County, California",6171,345,4517,445,949,249,199,115,3,5,3031,427,9,14,0,17,326,205,0,17,326,205,1654,319,528,286,16,25,112,125,0,17,0,17,915,414,83,73,0,17,83,73
1400000US06001440331,"Census Tract 4403.31, Alameda County, California",3276,278,2456,245,378,124,55,62,5,9,1737,281,98,87,0,12,183,68,34,27,149,62,820,180,333,149,0,12,0,12,55,52,60,54,241,169,131,64,39,37,92,54
1400000US06001440332,"Census Tract 4403.32, Alameda County, California",3505,169,3218,225,309,128,64,55,17,19,2633,284,16,19,13,19,166,96,0,12,166,96,287,169,138,80,0,12,0,12,0,12,0,12,132,143,17,20,17,20,0,12
1400000US06001440333,"Census Tract 4403.33, Alameda County, California",2982,216,2849,233,472,157,66,37,3,4,2128,258,5,7,0,12,175,88,28,43,147,86,133,101,63,49,0,12,0,12,0,12,0,12,70,94,0,12,0,12,0,12
1400000US06001440334,"Census Tract 4403.34, Alameda County, California",4414,315,3797,315,640,156,422,308,7,11,2505,385,27,33,0,12,196,201,0,12,196,201,617,171,91,119,0,12,0,12,0,12,0,12,526,191,0,12,0,12,0,12
1400000US06001440335,"Census Tract 4403.35, Alameda County, California",7051,529,6927,550,1342,439,243,189,28,48,4506,694,86,105,16,27,706,258,39,62,667,254,124,175,24,37,0,17,0,17,0,17,0,17,88,164,12,21,0,17,12,21
1400000US06001440336,"Census Tract 4403.36, Alameda County, California",4437,364,3621,414,803,248,387,275,28,36,2246,275,7,12,0,12,150,72,0,12,150,72,816,284,176,106,0,12,50,64,0,12,0,12,534,276,56,55,25,27,31,50
1400000US06001441100,"Census Tract 4411, Alameda County, California",4625,340,3699,337,2065,302,43,49,24,36,1255,227,8,15,0,12,304,142,0,12,304,142,926,239,170,114,11,20,0,12,29,45,0,12,593,257,123,87,49,46,74,64
1400000US06001441200,"Census Tract 4412, Alameda County, California",7277,611,5925,615,2568,524,340,292,22,38,2540,486,0,17,48,61,407,233,0,17,407,233,1352,424,496,224,0,17,0,17,23,37,0,17,665,372,168,171,150,167,18,31
1400000US06001441301,"Census Tract 4413.01, Alameda County, California",3301,217,3104,226,604,173,215,188,27,28,2126,207,12,19,0,12,120,73,0,12,120,73,197,91,121,78,0,12,0,12,24,35,0,12,0,12,52,48,0,12,52,48
1400000US06001441302,"Census Tract 4413.02, Alameda County, California",5937,309,5157,305,1588,257,160,117,12,15,3104,305,52,83,21,23,220,120,75,79,145,99,780,204,198,135,0,17,0,17,0,17,0,17,471,205,111,100,67,82,44,51
1400000US06001441401,"Census Tract 4414.01, Alameda County, California",8082,640,7277,692,1662,488,93,128,25,38,4911,758,157,148,0,17,429,272,0,17,429,272,805,438,148,142,30,38,0,17,15,25,0,17,583,445,29,46,29,46,0,17
1400000US06001441402,"Census Tract 4414.02, Alameda County, California",5407,311,4908,419,910,213,130,105,15,21,3648,431,0,17,30,46,175,98,0,17,175,98,499,284,73,66,36,59,0,17,17,27,0,17,273,209,100,111,100,111,0,17
1400000US06001441501,"Census Tract 4415.01, Alameda County, California",6546,389,6016,433,830,172,156,113,19,27,4528,501,149,99,0,17,334,261,60,65,274,251,530,168,139,84,0,17,0,17,0,17,0,17,153,88,238,111,198,91,40,49
1400000US06001441503,"Census Tract 4415.03, Alameda County, California",8013,417,7735,447,703,282,158,182,69,60,6617,454,30,33,0,17,158,105,49,75,109,59,278,175,80,98,0,17,0,17,21,24,0,17,125,142,52,57,15,23,37,52
1400000US06001441521,"Census Tract 4415.21, Alameda County, California",6175,306,5733,328,1000,198,98,61,0,17,4324,342,73,77,0,17,238,122,20,31,218,118,442,135,216,147,0,17,92,100,11,16,0,17,111,99,12,19,11,18,1,3
1400000US06001441522,"Census Tract 4415.22, Alameda County, California",5233,311,4592,365,697,213,349,224,13,19,3394,285,27,31,0,17,112,75,25,28,87,65,641,225,189,162,0,17,0,17,31,39,0,17,421,259,0,17,0,17,0,17
1400000US06001441523,"Census Tract 4415.23, Alameda County, California",4418,265,4134,295,518,214,104,109,0,12,3327,308,95,135,0,12,90,55,7,12,83,54,284,196,90,60,0,12,0,12,0,12,0,12,173,173,21,25,21,25,0,12
1400000US06001441524,"Census Tract 4415.24, Alameda County, California",4215,302,4108,300,333,144,96,56,0,12,3605,360,0,12,0,12,74,81,63,78,11,17,107,76,53,54,28,44,0,12,0,12,0,12,16,16,10,23,10,23,0,12
1400000US06001441601,"Census Tract 4416.01, Alameda County, California",4982,316,4144,338,1372,249,450,386,16,23,1953,338,208,211,32,37,113,94,13,19,100,91,838,211,300,138,0,12,0,12,15,25,0,12,320,166,203,194,152,181,51,48
1400000US06001441602,"Census Tract 4416.02, Alameda County, California",8113,416,6676,449,1767,291,144,125,0,17,4237,595,410,396,18,27,100,84,0,17,100,84,1437,313,381,278,0,17,0,17,38,60,0,17,773,501,245,331,205,326,40,50
1400000US06001441700,"Census Tract 4417, Alameda County, California",8527,778,6796,644,2148,699,353,285,26,38,3982,710,0,17,0,17,287,187,0,17,287,187,1731,821,630,538,0,17,56,98,0,17,0,17,977,676,68,65,54,56,14,24
1400000US06001441800,"Census Tract 4418, Alameda County, California",7543,494,6662,622,2600,408,141,122,18,28,3765,556,0,17,45,52,93,96,0,17,93,96,881,526,287,224,0,17,0,17,0,17,0,17,498,448,96,101,72,86,24,27
1400000US06001441921,"Census Tract 4419.21, Alameda County, California",3909,317,2903,285,639,159,262,210,74,62,1623,352,0,12,9,13,296,176,83,94,213,150,1006,264,322,156,0,12,0,12,0,12,0,12,632,296,52,54,16,21,36,46
1400000US06001441923,"Census Tract 4419.23, Alameda County, California",6250,505,5667,568,924,390,179,148,31,34,4209,469,0,17,0,17,324,229,71,112,253,208,583,267,72,80,0,17,0,17,16,27,0,17,426,254,69,74,0,17,69,74
1400000US06001441924,"Census Tract 4419.24, Alameda County, California",7481,584,6597,391,1348,324,219,159,32,42,4648,475,0,17,14,24,336,177,16,26,320,175,884,425,120,93,0,17,0,17,0,17,0,17,626,475,138,100,85,85,53,61
1400000US06001441925,"Census Tract 4419.25, Alameda County, California",7291,414,6742,516,1075,362,441,341,12,20,4984,536,0,17,107,131,123,76,14,22,109,70,549,386,101,96,0,17,0,17,0,17,0,17,341,322,107,165,0,17,107,165
1400000US06001441926,"Census Tract 4419.26, Alameda County, California",4595,303,3081,289,399,136,176,124,24,21,2254,294,23,25,11,17,194,92,58,58,136,80,1514,341,333,173,7,11,0,12,0,12,32,48,1013,336,129,138,105,135,24,30
1400000US06001441927,"Census Tract 4419.27, Alameda County, California",4492,319,4056,318,613,155,146,102,19,28,2948,370,62,62,8,13,260,105,43,45,217,101,436,243,74,52,0,12,0,12,9,15,0,12,310,233,43,39,26,36,17,19
1400000US06001442000,"Census Tract 4420, Alameda County, California",3419,206,3149,250,521,136,3,5,18,24,2515,231,16,17,0,12,76,55,0,12,76,55,270,154,264,153,0,12,0,12,0,12,0,12,4,8,2,4,2,4,0,12
1400000US06001442100,"Census Tract 4421, Alameda County, California",5462,331,5408,320,731,173,78,77,29,40,4399,360,30,41,11,15,130,101,98,97,32,28,54,51,39,44,15,23,0,17,0,17,0,17,0,17,0,17,0,17,0,17
1400000US06001442200,"Census Tract 4422, Alameda County, California",7473,341,7025,318,1438,266,106,160,25,29,5257,354,69,91,0,17,130,93,0,17,130,93,448,166,172,95,11,19,0,17,0,17,0,17,179,168,86,86,61,75,25,40
1400000US06001442301,"Census Tract 4423.01, Alameda County, California",5496,299,4486,252,969,197,214,129,38,51,3000,259,29,36,0,17,236,128,79,93,157,103,1010,272,328,191,0,17,0,17,12,20,12,18,598,316,60,67,20,22,40,64
1400000US06001442302,"Census Tract 4423.02, Alameda County, California",6366,474,5641,453,1096,146,319,216,23,21,3826,472,13,20,131,211,233,111,0,17,233,111,725,213,187,111,0,17,0,17,49,74,0,17,449,228,40,58,34,58,6,10
1400000US06001442400,"Census Tract 4424, Alameda County, California",6822,428,5136,481,1408,273,279,287,14,18,3340,490,0,17,0,17,95,68,7,12,88,66,1686,334,455,222,28,44,40,53,0,17,0,17,1075,394,88,98,57,85,31,50
1400000US06001442500,"Census Tract 4425, Alameda County, California",7374,606,5649,574,1252,390,250,164,42,42,3521,583,130,148,15,23,439,194,0,17,439,194,1725,456,400,330,29,47,46,55,22,36,0,17,892,441,336,250,90,105,246,227
1400000US06001442601,"Census Tract 4426.01, Alameda County, California",4160,327,3303,328,1460,182,16,27,0,12,1671,317,19,29,0,12,137,77,0,12,137,77,857,311,250,144,0,12,8,12,18,28,0,12,520,344,61,61,38,48,23,34
1400000US06001442602,"Census Tract 4426.02, Alameda County, California",5059,447,3648,342,1705,300,183,187,4,6,1564,340,0,17,0,17,192,149,0,17,192,149,1411,306,312,201,0,17,0,17,0,17,0,17,1062,312,37,48,28,46,9,14
1400000US06001442700,"Census Tract 4427, Alameda County, California",3048,208,2580,223,1124,164,154,136,11,17,1200,206,0,12,0,12,91,59,0,12,91,59,468,132,258,138,0,12,0,12,0,12,0,12,115,65,95,84,95,84,0,12
1400000US06001442800,"Census Tract 4428, Alameda County, California",2952,201,2459,186,911,154,43,38,4,6,1373,139,0,12,9,13,119,66,34,32,85,55,493,142,189,104,0,12,0,12,10,11,0,12,287,146,7,11,0,12,7,11
1400000US06001442900,"Census Tract 4429, Alameda County, California",7761,697,6439,647,2056,618,295,245,106,129,3615,481,208,209,61,78,98,76,42,53,56,56,1322,217,308,225,0,17,0,17,0,17,0,17,719,326,295,218,96,123,199,186
1400000US06001443001,"Census Tract 4430.01, Alameda County, California",2891,158,1867,226,659,122,142,104,10,16,881,239,122,113,0,12,53,40,15,22,38,29,1024,218,130,104,0,12,5,8,5,8,11,18,688,223,185,126,135,103,50,76
1400000US06001443002,"Census Tract 4430.02, Alameda County, California",6930,388,5718,380,1198,200,207,208,12,13,4032,387,9,15,86,83,174,106,0,17,174,106,1212,335,312,269,0,17,14,23,0,17,0,17,781,263,105,87,41,45,64,72
1400000US06001443102,"Census Tract 4431.02, Alameda County, California",5065,235,4782,377,730,220,29,35,0,17,3871,458,25,37,29,44,98,54,0,17,98,54,283,218,111,97,0,17,0,17,0,17,0,17,28,43,144,132,42,40,102,110
1400000US06001443103,"Census Tract 4431.03, Alameda County, California",4107,278,3970,296,453,169,8,17,29,27,3357,300,0,12,0,12,123,89,0,12,123,89,137,83,68,57,0,12,0,12,0,12,0,12,23,39,46,52,31,45,15,22
1400000US06001443104,"Census Tract 4431.04, Alameda County, California",5620,294,5555,303,1010,220,19,30,0,17,4325,353,37,56,20,31,144,116,31,48,113,102,65,64,36,45,0,17,0,17,0,17,0,17,0,17,29,37,29,37,0,17
1400000US06001443105,"Census Tract 4431.05, Alameda County, California",4785,251,4668,250,667,155,74,59,0,12,3760,269,38,50,0,12,129,85,0,12,129,85,117,121,13,16,0,12,0,12,0,12,0,12,104,121,0,12,0,12,0,12
1400000US06001443200,"Census Tract 4432, Alameda County, California",4053,266,4023,272,730,152,0,12,14,15,3033,273,47,64,0,12,199,123,36,59,163,98,30,28,15,24,0,12,0,12,7,12,0,12,8,13,0,12,0,12,0,12
1400000US06001443301,"Census Tract 4433.01, Alameda County, California",4355,244,3973,244,1109,188,63,72,0,12,2596,270,12,19,0,12,193,101,134,95,59,45,382,200,111,93,62,98,0,12,8,13,0,12,165,197,36,51,36,51,0,12
1400000US06001443321,"Census Tract 4433.21, Alameda County, California",3368,288,3058,336,170,97,128,128,0,12,2677,366,14,24,11,19,58,57,32,49,26,27,310,153,83,64,0,12,0,12,0,12,6,10,151,125,70,81,42,70,28,33
1400000US06001443322,"Census Tract 4433.22, Alameda County, California",3308,171,3158,169,634,84,54,54,22,30,2317,156,22,33,0,12,109,45,12,18,97,41,150,65,84,46,0,12,0,12,0,12,0,12,31,25,35,28,16,18,19,23
1400000US06001444100,"Census Tract 4441, Alameda County, California",7556,552,5378,474,3005,354,83,104,9,18,2059,375,23,37,0,17,199,133,11,19,188,131,2178,319,620,296,0,17,0,17,15,20,0,17,1470,433,73,63,18,30,55,53
1400000US06001444200,"Census Tract 4442, Alameda County, California",7112,561,4741,584,1376,244,386,342,49,66,2494,452,74,84,19,30,343,226,0,17,343,226,2371,337,644,305,0,17,0,17,0,17,8,13,1618,407,101,73,14,24,87,69
1400000US06001444301,"Census Tract 4443.01, Alameda County, California",3973,312,2684,304,1307,161,185,213,0,12,1066,227,0,12,0,12,126,110,54,77,72,79,1289,212,276,172,0,12,103,131,55,72,0,12,659,187,196,110,174,113,22,35
1400000US06001444302,"Census Tract 4443.02, Alameda County, California",5185,369,3124,416,736,235,236,182,27,40,1898,420,90,119,24,38,113,96,0,17,113,96,2061,391,300,118,0,17,29,37,0,17,0,17,1698,399,34,36,17,28,17,22
1400000US06001444400,"Census Tract 4444, Alameda County, California",5477,368,2552,374,784,241,270,228,24,35,1121,285,53,62,0,17,300,186,132,165,168,87,2925,572,329,203,0,17,16,27,0,17,0,17,2342,634,238,204,111,141,127,167
1400000US06001444500,"Census Tract 4445, Alameda County, California",7518,470,3941,405,1387,344,307,178,11,20,1918,448,79,107,18,32,221,126,0,17,221,126,3577,435,745,466,0,17,35,38,0,17,0,17,2526,674,271,176,178,121,93,89
1400000US06001444601,"Census Tract 4446.01, Alameda County, California",5787,367,4321,346,1845,302,79,66,5,9,2184,329,32,45,20,25,156,90,0,17,156,90,1466,312,563,229,26,44,0,17,10,17,0,17,663,386,204,144,165,141,39,39
1400000US06001444602,"Census Tract 4446.02, Alameda County, California",4563,284,4038,310,728,172,272,190,5,10,2846,361,65,60,0,12,122,93,0,12,122,93,525,174,272,95,0,12,0,12,0,12,0,12,72,60,181,137,49,54,132,128
1400000US06001450101,"Census Tract 4501.01, Alameda County, California",5750,413,5286,460,1837,398,255,196,22,28,2715,321,10,16,0,17,447,264,31,35,416,257,464,239,282,213,9,14,0,17,0,17,13,21,118,87,42,28,33,29,9,15
1400000US06001450102,"Census Tract 4501.02, Alameda County, California",5664,379,4666,350,1402,256,360,215,73,44,2359,324,10,14,18,23,444,159,0,17,444,159,998,174,565,155,4,4,30,24,0,17,0,17,285,115,114,66,92,69,22,24
1400000US06001450200,"Census Tract 4502, Alameda County, California",5244,386,4700,529,2197,378,164,116,0,17,2014,481,24,36,0,17,301,184,14,25,287,180,544,324,434,297,30,44,0,17,0,17,0,17,17,27,63,93,0,17,63,93
1400000US06001450300,"Census Tract 4503, Alameda County, California",5212,330,4136,401,2603,380,163,131,6,10,1219,187,0,17,0,17,145,118,0,17,145,118,1076,406,805,352,57,69,0,17,17,19,0,17,114,85,83,85,51,66,32,51
1400000US06001450400,"Census Tract 4504, Alameda County, California",7286,478,6273,419,3522,456,243,157,0,17,1941,359,36,62,72,116,459,252,36,56,423,242,1013,325,618,318,0,17,83,132,142,214,18,32,130,121,22,34,22,34,0,17
1400000US06001450501,"Census Tract 4505.01, Alameda County, California",3156,213,2875,225,1879,230,0,12,20,29,807,167,0,12,0,12,169,70,0,12,169,70,281,81,90,64,0,12,11,17,11,17,0,12,44,43,125,68,83,61,42,45
1400000US06001450502,"Census Tract 4505.02, Alameda County, California",5490,400,5005,411,2527,268,81,64,52,59,2144,302,26,27,0,17,175,113,0,17,175,113,485,133,304,121,0,17,0,17,81,96,0,17,74,98,26,46,26,46,0,17
1400000US06001450601,"Census Tract 4506.01, Alameda County, California",3641,216,3418,242,1843,178,61,70,19,28,1314,237,0,12,0,12,181,111,0,12,181,111,223,121,212,120,0,12,0,12,0,12,0,12,11,18,0,12,0,12,0,12
1400000US06001450602,"Census Tract 4506.02, Alameda County, California",10265,522,9419,521,5229,400,274,176,10,18,3476,495,74,96,0,19,356,216,0,19,356,216,846,334,592,297,17,28,0,19,0,19,0,19,18,28,219,219,75,95,144,203
1400000US06001450603,"Census Tract 4506.03, Alameda County, California",5155,277,4548,264,2848,254,71,62,19,17,1513,179,0,17,0,17,97,82,0,17,97,82,607,198,364,203,0,17,0,17,0,17,0,17,182,105,61,59,61,59,0,17
1400000US06001450604,"Census Tract 4506.04, Alameda County, California",5505,261,4984,282,3204,266,29,31,0,17,1523,287,0,17,0,17,228,121,0,17,228,121,521,125,293,143,17,28,0,17,0,17,0,17,161,98,50,50,28,45,22,24
1400000US06001450605,"Census Tract 4506.05, Alameda County, California",3893,198,3535,248,2413,283,36,39,2,5,924,109,75,106,0,12,85,50,0,12,85,50,358,156,254,128,0,12,14,21,11,16,0,12,36,33,43,66,0,12,43,66
1400000US06001450606,"Census Tract 4506.06, Alameda County, California",6254,286,5869,317,3764,297,40,31,41,59,1760,232,0,17,10,16,254,136,0,17,254,136,385,161,249,136,0,17,0,17,0,17,0,17,35,31,101,76,86,76,15,16
1400000US06001450607,"Census Tract 4506.07, Alameda County, California",5717,578,5029,534,3059,467,127,127,0,17,1586,369,0,17,74,87,183,147,0,17,183,147,688,210,464,174,0,17,0,17,0,17,0,17,179,185,45,67,45,67,0,17
1400000US06001450701,"Census Tract 4507.01, Alameda County, California",8596,544,8065,573,4799,512,178,149,10,17,2769,393,0,17,0,17,309,274,0,17,309,274,531,191,329,149,0,17,0,17,0,17,0,17,23,30,179,120,111,127,68,85
1400000US06001450741,"Census Tract 4507.41, Alameda County, California",5852,343,4695,281,3111,287,159,147,27,23,1128,270,0,17,0,17,270,110,0,17,270,110,1157,314,679,382,0,17,13,19,0,17,0,17,355,170,110,118,110,118,0,17
1400000US06001450742,"Census Tract 4507.42, Alameda County, California",5436,326,4888,279,3163,256,32,29,0,17,1393,175,0,17,54,69,246,121,40,52,206,116,548,211,317,144,0,17,0,17,0,17,0,17,176,127,55,60,28,45,27,41
1400000US06001450743,"Census Tract 4507.43, Alameda County, California",6684,446,6297,460,1320,261,357,358,44,35,4066,439,127,145,0,17,383,206,57,72,326,188,387,208,239,163,0,17,0,17,0,17,0,17,83,130,65,92,0,17,65,92
1400000US06001450744,"Census Tract 4507.44, Alameda County, California",6273,465,5820,468,3523,456,69,77,42,37,1896,285,72,88,0,17,218,106,0,17,218,106,453,176,284,156,10,15,10,16,68,60,0,17,60,49,21,24,0,17,21,24
1400000US06001450745,"Census Tract 4507.45, Alameda County, California",6712,532,6046,573,1966,255,26,41,19,23,3899,566,37,59,0,17,99,93,0,17,99,93,666,327,289,98,0,17,0,17,0,17,0,17,240,197,137,168,0,17,137,168
1400000US06001450746,"Census Tract 4507.46, Alameda County, California",3525,167,3103,223,2030,224,11,18,0,12,942,180,0,12,0,12,120,73,0,12,120,73,422,201,365,194,0,12,0,12,0,12,0,12,35,56,22,33,0,12,22,33
1400000US06001450750,"Census Tract 4507.50, Alameda County, California",5630,352,5104,356,1376,230,415,157,0,17,3069,329,17,21,0,17,227,97,10,19,217,94,526,248,276,215,0,17,0,17,0,17,0,17,143,96,107,72,52,39,55,66
1400000US06001450751,"Census Tract 4507.51, Alameda County, California",11119,446,10777,423,1334,337,139,137,5,8,9015,599,26,25,0,19,258,118,0,19,258,118,342,205,244,167,0,19,0,19,0,19,0,19,57,64,41,48,22,34,19,31
